COUNTRY,flows,short,ISO Code
BULGARIA,"{'8': -298.0, '11': -4361.0, '12': -29257.0, '14': -21.0, '18': -59.0, '19': -37595.0, '24': -26.0, '28': -301.0, '30': 184363.0, '35': -20060.0, '37': -110, '48': -85.0, '50': -285.0, '51': -13.0, '53': -6121.0, '54': -15166.0, '56': -10026.0, '59': -76.0, '60': -201.0, '61': -68.0, '65': -336.0, '68': -61.0, '71': -2566.0, '72': -34807.0, '77': -231.0, '78': -314911.0, '81': -74359.0, '82': -17.0, '87': -1.0, '92': -1421.0, '93': -515.0, '98': -2263.0, '100': -16151.0, '101': -61805.0, '104': -49.0, '111': -112.0, '116': -20.0, '117': -140.0, '118': -1710.0, '124': -2729.0, '129': -282.0, '131': -113.0, '133': -15.0, '134': -77.0, '139': -30.0, '142': -30691.0, '145': -62.0, '149': -1075.0, '151': -7293.0, '156': -87.0, '159': -126.0, '161': -2280.0, '162': -5940.0, '166': -11846.0, '167': -5836.0, '181': -1155.0, '186': -2596.0, '187': -1398.0, '190': -4738.0, '192': -119741.0, '196': -9869.0, '197': -8600.0, '208': -661438.0, '213': -1760.0, '215': -103196.0, '216': -64474.0, '222': -133.0}",BULGARIA,BG
BURKINA FASO,"{'8': -11.0, '11': -63.0, '12': -159.0, '19': -1664.0, '21': -12920.0, '28': -31.0, '30': -13.0, '31': 723989.0, '35': -2130.0, '37': 0, '54': -17.0, '56': -131.0, '61': -64.0, '71': -29.0, '72': -9997.0, '75': -7024.0, '78': -2396.0, '79': -67431.0, '81': -35.0, '87': -564.0, '92': -12.0, '93': 0.0, '98': -8.0, '101': -13683.0, '114': -195.0, '116': -1.0, '118': -69.0, '123': -62291.0, '139': -73.0, '142': -413.0, '146': -24683.0, '151': -32.0, '166': -64.0, '167': -443.0, '183': -8.0, '186': -1.0, '187': -5.0, '192': -1547.0, '196': -89.0, '197': -731.0, '203': -13765.0, '215': -205.0}",BURKINA FASO,BF
BURUNDI,"{'11': -2789.0, '12': -99.0, '19': -8485.0, '24': 0.0, '28': -27.0, '30': -18.0, '32': 344767.0, '35': -9119.0, '37': -3, '53': -1.0, '54': -5.0, '55': -59145.0, '56': -539.0, '59': -3.0, '61': -35.0, '64': -913.0, '66': -469.0, '67': -166.0, '71': -76.0, '72': -2133.0, '75': -166.0, '78': -776.0, '81': -133.0, '87': -36.0, '92': -12.0, '98': -53.0, '101': -1216.0, '106': -15098.0, '111': 0.0, '118': -98.0, '120': -10079.0, '137': -8388.0, '139': -406.0, '142': -2185.0, '151': -1123.0, '166': -9.0, '167': -129.0, '168': -131063.0, '186': -4.0, '187': -3.0, '190': -7894.0, '192': -141.0, '196': -3351.0, '197': -670.0, '200': -222115.0, '212': -50652.0, '215': -4265.0, '226': -7018.0}",BURUNDI,BI
CAMBODIA,"{'8': -20.0, '11': -38969.0, '12': -886.0, '16': -19259.0, '19': -1502.0, '28': -35.0, '30': -13.0, '33': 79341.0, '35': -25111.0, '37': -126, '48': -3.0, '54': -60.0, '56': -288.0, '59': -126.0, '65': -6.0, '71': -320.0, '72': -72465.0, '78': -2987.0, '81': -19.0, '87': -7.0, '92': -88.0, '93': -1.0, '98': -11.0, '101': -1385.0, '103': -4199.0, '110': -3667.0, '116': -2.0, '117': -4.0, '118': -69.0, '121': -16384.0, '142': -821.0, '143': -584.0, '144': -7931.0, '151': -472.0, '160': -40.0, '161': -33.0, '166': -14.0, '167': -112.0, '186': -10.0, '187': -3.0, '192': -125.0, '196': -717.0, '197': -2533.0, '201': -691776.0, '215': -1255.0, '216': -154891.0, '223': -1043.0}",CAMBODIA,KH
CAMEROON,"{'11': -548.0, '12': -793.0, '19': -21165.0, '24': -13.0, '28': -175.0, '30': -24.0, '34': 579209.0, '35': -19996.0, '37': -23, '40': -35635.0, '46': -11225.0, '48': -11.0, '53': -1885.0, '54': -131.0, '56': -846.0, '59': -23.0, '60': -46.0, '61': -126.0, '63': -957.0, '65': -80.0, '71': -1094.0, '72': -92983.0, '75': -50906.0, '78': -22074.0, '79': -132.0, '81': -1545.0, '87': -187.0, '92': -322.0, '93': -5.0, '98': -395.0, '101': -15613.0, '111': -4.0, '116': -3.0, '117': -30.0, '118': -1234.0, '123': -2084.0, '126': -428.0, '129': -44.0, '139': -122.0, '142': -1992.0, '146': -531.0, '147': -52489.0, '151': -814.0, '161': -47.0, '162': -82.0, '166': -367.0, '167': -332.0, '180': -1050.0, '186': -15.0, '187': -21.0, '190': -2974.0, '192': -6990.0, '196': -1703.0, '197': -8044.0, '203': -702.0, '207': -758.0, '215': -8834.0, '216': -70087.0, '226': -299.0}",CAMEROON,CM
CANADA,"{'1': -849.0, '6': -58.0, '7': -453.0, '8': -535.0, '11': -58843.0, '12': -2613.0, '14': -1679.0, '17': -695.0, '18': -152.0, '19': -5075.0, '20': -914.0, '22': -2032.0, '23': -37.0, '24': -1536.0, '25': 0.0, '27': -185.0, '28': -2014.0, '30': -753.0, '33': -43.0, '34': -207.0, '35': 8049323.0, '37': -12025, '38': -1619.0, '39': -195.0, '43': -6691.0, '44': -1715.0, '48': -1689.0, '50': -943.0, '51': -25.0, '52': -103.0, '53': -1494.0, '54': -1015.0, '56': -4008.0, '58': -186.0, '59': -1267.0, '60': -2447.0, '61': -636.0, '62': -248.0, '65': -209.0, '66': -17.0, '68': -15.0, '71': -1655.0, '72': -29442.0, '74': -128.0, '75': -291.0, '78': -21849.0, '79': -323.0, '81': -12862.0, '82': -14.0, '83': -225.0, '84': -452.0, '86': -426.0, '87': -42.0, '88': -41.0, '89': -235.0, '90': -617.0, '91': -355.0, '92': -2914.0, '93': -366.0, '94': -4255.0, '95': -2253.0, '98': -6102.0, '99': -158.0, '100': -7896.0, '101': -25202.0, '102': -1338.0, '103': -10869.0, '104': -326.0, '111': -177.0, '114': -42.0, '115': -3041.0, '116': -16.0, '117': -38.0, '118': -785.0, '122': -101.0, '124': -5317.0, '126': -53.0, '127': -35.0, '129': -10394.0, '133': -164.0, '134': -68.0, '135': -35.0, '139': -196.0, '142': -10955.0, '144': -14974.0, '145': -262.0, '151': -3354.0, '156': -2171.0, '157': -235.0, '158': -2471.0, '159': -5714.0, '160': -5922.0, '161': -3891.0, '162': -8344.0, '163': -51.0, '166': -760.0, '167': -556.0, '172': -245.0, '174': -175.0, '175': -173.0, '176': -7.0, '181': -622.0, '183': -16.0, '184': -4445.0, '186': -613.0, '187': -390.0, '190': -6859.0, '192': -9343.0, '193': -251.0, '196': -4205.0, '197': -12189.0, '199': -47.0, '200': -261.0, '201': -779.0, '203': -47.0, '206': -1972.0, '208': -1959.0, '210': -521.0, '212': -221.0, '215': -100538.0, '216': -793897.0, '218': -372.0, '222': -1070.0, '223': -1532.0, '226': -246.0}",CANADA,CA
CAPE VERDE,"{'5': -9215.0, '8': -24.0, '11': -42.0, '12': -54.0, '19': -919.0, '24': -141.0, '28': -1516.0, '30': -5.0, '35': -175.0, '36': 15788.0, '37': -3, '54': -17.0, '56': -35.0, '59': -3.0, '65': 0.0, '71': -13.0, '72': -25501.0, '81': -12.0, '87': -31.0, '88': -403.0, '92': -19.0, '93': -54.0, '98': -3.0, '101': -6366.0, '111': 0.0, '118': -7108.0, '137': -6819.0, '142': -12091.0, '151': -406.0, '160': -139.0, '162': -68299.0, '166': -82.0, '167': -43.0, '178': -1220.0, '183': -88.0, '187': -3.0, '192': -5999.0, '196': -419.0, '197': -2806.0, '203': -39.0, '215': -993.0, '216': -36082.0}",CAPE VERDE,CV
CARIBBEAN,"{'0': 0.0, '1': 0.0, '2': 0.0, '3': 0.0, '4': 0.0, '5': 0.0, '6': -2823.0, '7': -16748.0, '8': -1988.0, '9': 0.0, '10': -11888.0, '11': -6593.0, '12': -4827.0, '13': 0.0, '14': -41045.0, '15': 0.0, '16': 0.0, '17': -9028.0, '18': -42.0, '19': -7880.0, '20': -621.0, '21': 0.0, '22': -2138.0, '23': 0.0, '24': -2432.0, '25': 0.0, '26': 0.0, '27': 0.0, '28': -49651.0, '29': 0.0, '30': -477.0, '31': 0.0, '32': 0.0, '33': 0.0, '34': 0.0, '35': -415241.0, '36': -162.0, '37': 1605148, '38': -13359.0, '39': 0.0, '40': 0.0, '41': 0.0, '42': -297326.0, '43': 0.0, '44': -3580.0, '45': 0.0, '46': -531.0, '47': 0.0, '48': -9144.0, '50': 0.0, '51': -116.0, '52': -17562.0, '53': -70.0, '54': -638.0, '55': 0.0, '56': -1400.0, '57': 0.0, '58': -4606.0, '59': -505322.0, '60': -4256.0, '61': -29.0, '62': -313.0, '63': 0.0, '64': 0.0, '65': -50.0, '66': 0.0, '67': 0.0, '68': 0.0, '69': 0.0, '70': 0.0, '71': -928.0, '72': -108784.0, '73': -28684.0, '74': 0.0, '75': 0.0, '76': 0.0, '77': -11.0, '78': -33719.0, '79': 0.0, '80': 0.0, '81': -1157.0, '82': 0.0, '83': -3991.0, '84': -27846.0, '85': -4176.0, '86': -943.0, '87': -6070.0, '88': 0.0, '89': -1348.0, '90': -5088.0, '91': -1053.0, '92': -755.0, '93': -169.0, '94': 0.0, '95': 0.0, '96': 0.0, '97': 0.0, '98': -466.0, '99': 0.0, '100': 0.0, '101': -88468.0, '102': -6539.0, '103': 0.0, '104': 0.0, '105': 0.0, '106': 0.0, '107': 0.0, '108': 0.0, '109': 0.0, '110': 0.0, '111': -50.0, '112': 0.0, '113': 0.0, '114': 0.0, '115': 0.0, '116': -106.0, '117': -15.0, '118': -845.0, '119': 0.0, '120': 0.0, '121': 0.0, '122': 0.0, '123': -3423.0, '124': -35.0, '125': 0.0, '126': 0.0, '127': 0.0, '128': 0.0, '129': -23839.0, '131': 0.0, '132': 0.0, '133': 0.0, '134': 0.0, '135': -634.0, '136': 0.0, '137': 0.0, '138': 0.0, '139': -1250.0, '140': 0.0, '141': 0.0, '142': -22048.0, '143': 0.0, '144': 0.0, '145': -1365.0, '146': 0.0, '147': 0.0, '148': 0.0, '149': 0.0, '150': -918.0, '151': -2793.0, '152': 0.0, '153': 0.0, '154': 0.0, '155': 0.0, '156': -14566.0, '157': 0.0, '158': 0.0, '159': -3898.0, '160': -118.0, '161': -319.0, '162': -2039.0, '163': -60533.0, '164': 0.0, '165': 0.0, '166': -579.0, '167': -2271.0, '168': 0.0, '169': 0.0, '170': 0.0, '171': -2827.0, '172': -2859.0, '174': 0.0, '175': -2832.0, '176': 0.0, '177': 0.0, '178': 0.0, '179': 0.0, '180': 0.0, '181': -28.0, '182': -42.0, '183': 0.0, '184': 0.0, '186': -213.0, '187': -307.0, '188': 0.0, '189': 0.0, '190': -2192.0, '191': 0.0, '192': -351164.0, '193': -36.0, '194': 0.0, '195': 0.0, '196': -5059.0, '197': -19778.0, '198': 0.0, '199': -20.0, '200': 0.0, '201': 0.0, '202': -27.0, '203': 0.0, '204': 0.0, '205': 0.0, '206': -22288.0, '207': 0.0, '208': -219.0, '209': 0.0, '210': -18083.0, '211': 0.0, '212': -15.0, '213': 0.0, '214': 0.0, '215': -261036.0, '216': -6381315.0, '217': -38688.0, '218': 0.0, '219': 0.0, '220': 0.0, '221': 0.0, '222': -31321.0, '223': 0.0, '224': 0.0, '225': 0.0, '226': 0.0, '227': 0.0}",CARIBBEAN,MQ
CAYMAN ISLANDS,"{'11': -160.0, '12': -6.0, '14': -23.0, '19': 0.0, '30': -3.0, '35': -289.0, '37': -31, '38': 29242.0, '48': -9.0, '54': 0.0, '81': 0.0, '91': -91.0, '92': -2.0, '98': -26.0, '142': -19.0, '151': -3.0, '166': -2.0, '172': -8.0, '186': -1.0, '215': -1266.0}",CAYMAN ISLANDS,KY
CENTRAL AFRICAN REPUBLIC,"{'11': -42.0, '12': -26.0, '19': -498.0, '24': -71.0, '28': -13.0, '34': -303005.0, '35': -1134.0, '37': -140, '39': 88546.0, '40': -101662.0, '46': -32481.0, '48': -6.0, '53': -13.0, '54': 0.0, '55': -323269.0, '56': -30.0, '59': -140.0, '61': -57.0, '65': 0.0, '71': -7.0, '72': -19125.0, '81': -399.0, '87': -16.0, '92': -14.0, '98': -7.0, '101': -290.0, '111': 0.0, '118': -35.0, '123': -1299.0, '142': -76.0, '151': -26.0, '166': -28.0, '167': -89.0, '180': -723.0, '186': -1.0, '187': -1.0, '190': -140.0, '191': -4690.0, '192': -217.0, '194': -25962.0, '196': -161.0, '197': -234.0, '203': -377.0, '215': -304.0}",CENTRAL AFRICAN REPUBLIC,CF
CHAD,"{'5': -1889.0, '11': -63.0, '12': -18.0, '15': -562.0, '19': -545.0, '21': -1042.0, '24': 0.0, '30': -4.0, '34': -27852.0, '35': -1716.0, '37': -3, '39': -10608.0, '40': 547494.0, '46': -10494.0, '54': -4.0, '56': -25.0, '59': -3.0, '61': -334.0, '71': -11.0, '72': -8484.0, '75': -4543.0, '78': -909.0, '79': -15.0, '81': -16.0, '87': -372.0, '92': -5.0, '93': -1.0, '98': -9.0, '101': -578.0, '104': -25.0, '108': -1414.0, '115': -918.0, '118': -12.0, '123': -694.0, '126': -54.0, '142': -99.0, '146': -1459.0, '147': -31261.0, '151': -31.0, '164': -520.0, '166': -29.0, '167': -150.0, '183': 0.0, '186': -133.0, '187': 0.0, '191': -5315.0, '192': -163.0, '194': -103065.0, '196': -136.0, '197': -310.0, '203': -718.0, '214': -5350.0, '215': -345.0}",CHAD,TD
CHANNEL ISLANDS,"{'37': -16, '38': -16.0, '41': 84087.0, '48': -132.0, '81': 0.0, '99': -172.0, '215': -16838.0}",CHANNEL ISLANDS,JE
CHILE,"{'4': -229.0, '8': -215198.0, '11': -34316.0, '12': -1384.0, '14': -36.0, '19': -4350.0, '24': -5268.0, '28': -19596.0, '30': -27.0, '35': -28757.0, '37': -1542, '42': 1645015.0, '44': -4732.0, '48': -2086.0, '50': -117.0, '51': -67.0, '53': -46.0, '54': -244.0, '56': -2078.0, '59': -661.0, '60': -11859.0, '61': -27.0, '62': -232.0, '65': -28.0, '69': -245.0, '71': -542.0, '72': -16473.0, '78': -17686.0, '81': -372.0, '86': -322.0, '87': -9.0, '90': -326.0, '91': -314.0, '92': -214.0, '93': -87.0, '98': -160.0, '100': -3286.0, '101': -12721.0, '111': -7.0, '116': -6.0, '117': -4.0, '118': -217.0, '123': -1792.0, '129': -6714.0, '139': -32.0, '142': -3897.0, '144': -4262.0, '145': -130.0, '151': -6698.0, '156': -2178.0, '158': -2283.0, '159': -17615.0, '160': -97.0, '161': -75.0, '162': -221.0, '163': -452.0, '166': -157.0, '167': -105.0, '186': -32.0, '187': -38.0, '190': -803.0, '192': -61798.0, '196': -28709.0, '197': -7622.0, '208': -58.0, '215': -8063.0, '216': -89714.0, '218': -1536.0, '222': -14390.0}",CHILE,CL
CHINA,"{'3': -599.0, '7': -139.0, '8': -14537.0, '10': -1260.0, '11': -653232.0, '12': -17776.0, '14': -183.0, '16': -159619.0, '17': -42.0, '19': -21418.0, '20': -2323.0, '22': -54.0, '23': -949.0, '24': -1254.0, '25': 0.0, '27': -4777.0, '28': -24632.0, '29': -2238.0, '30': -1550.0, '33': -1627.0, '35': -699190.0, '36': -23.0, '37': -9133, '42': -15921.0, '43': 1039675.0, '44': -1584.0, '46': -917.0, '48': -348.0, '50': -417.0, '51': -42.0, '52': -569.0, '53': -1591.0, '54': -6620.0, '56': -14576.0, '58': -37.0, '59': -3942.0, '60': -3061.0, '61': -771.0, '62': -262.0, '64': -117.0, '65': -495.0, '68': -35.0, '70': -946.0, '71': -11614.0, '72': -125893.0, '73': -1647.0, '74': -615.0, '75': -344.0, '77': -74.0, '78': -142891.0, '79': -266.0, '81': -3462.0, '82': -10.0, '85': -2275.0, '86': -705.0, '87': -161.0, '89': -676.0, '90': -341.0, '91': -608.0, '92': -17648.0, '93': -747.0, '94': -108008.0, '95': -76028.0, '98': -14542.0, '100': -581.0, '101': -233338.0, '103': -775893.0, '104': -20896.0, '105': -2274.0, '109': -262.0, '110': -14338.0, '111': -369.0, '112': -2058.0, '113': -221.0, '115': -3280.0, '116': -113.0, '117': -191.0, '118': -4295.0, '119': -2193.0, '121': -12024.0, '123': -4035.0, '124': -1076.0, '125': -318.0, '126': -172.0, '127': -2981.0, '129': -9706.0, '133': -11419.0, '138': -35104.0, '139': -3252.0, '140': -229.0, '141': -19428.0, '142': -72803.0, '143': -91.0, '144': -144207.0, '145': -144.0, '150': -2614.0, '151': -13579.0, '153': -311.0, '154': -486.0, '156': -22427.0, '157': -87.0, '158': -844.0, '159': -31931.0, '160': -38269.0, '161': -1550.0, '162': -12000.0, '163': -1212.0, '166': -6544.0, '167': -56138.0, '172': -49.0, '176': -46.0, '181': -1796.0, '182': -519.0, '183': -187.0, '184': -426434.0, '186': -1256.0, '187': -1113.0, '188': -192.0, '190': -6914.0, '192': -179104.0, '193': -2481.0, '194': -1536.0, '195': -5446.0, '196': -34767.0, '197': -25088.0, '199': -46.0, '201': -77280.0, '202': -938.0, '203': -521.0, '205': -114.0, '206': -961.0, '208': -2415.0, '212': -341.0, '213': -6668.0, '215': -208229.0, '216': -2184110.0, '222': -13071.0, '223': -3167.0, '226': -1241.0}",CHINA,CN
COLOMBIA,"{'8': -8723.0, '10': -10926.0, '11': -28338.0, '12': -2139.0, '14': -205.0, '19': -7250.0, '24': -3301.0, '25': 0.0, '28': -8700.0, '30': -68.0, '35': -75425.0, '37': -24732, '38': -467.0, '42': -173487.0, '44': 1905393.0, '48': -25530.0, '50': -41.0, '51': -42.0, '52': -5058.0, '53': -123.0, '54': -424.0, '56': -3660.0, '59': -2962.0, '60': -203470.0, '61': -57.0, '62': -585.0, '65': -57.0, '68': -36.0, '71': -1228.0, '72': -31151.0, '78': -24535.0, '81': -404.0, '86': -1242.0, '87': -2519.0, '90': -815.0, '91': -886.0, '92': -335.0, '93': -257.0, '100': -2680.0, '101': -41466.0, '104': -24.0, '111': -13.0, '116': -43.0, '117': -19.0, '118': -515.0, '129': -20253.0, '142': -16127.0, '144': -2763.0, '145': -467.0, '151': -6186.0, '156': -50702.0, '159': -14182.0, '160': -131.0, '161': -161.0, '162': -736.0, '163': -4039.0, '166': -163.0, '167': -204.0, '186': -69.0, '187': -68.0, '190': -714.0, '192': -450377.0, '196': -12894.0, '197': -14194.0, '208': -61.0, '215': -25001.0, '216': -817604.0, '222': -917753.0}",COLOMBIA,CO
COMOROS,"{'12': 0.0, '19': -91.0, '35': -144.0, '37': 0, '45': 12496.0, '54': 0.0, '56': -13.0, '61': -913.0, '64': -166.0, '71': -2.0, '72': -41908.0, '81': -74.0, '87': -730.0, '92': -2.0, '101': -24.0, '115': -4584.0, '118': -16.0, '119': -12153.0, '128': -86652.0, '142': -10.0, '151': -4.0, '165': -2294.0, '166': -12.0, '167': -86.0, '187': 0.0, '190': -234.0, '196': -2.0, '197': -43.0, '200': -533.0, '215': -133.0}",COMOROS,KM
CONGO,"{'5': -1059.0, '8': -41.0, '11': -1884.0, '12': -327.0, '19': -3948.0, '21': -4071.0, '24': -7.0, '28': -99.0, '30': -26.0, '34': -3439.0, '35': -2647.0, '37': 0, '40': -980.0, '46': 387606.0, '48': -9.0, '54': -60.0, '55': -6242.0, '56': -419.0, '61': -72.0, '65': -5.0, '66': -71.0, '71': -125.0, '72': -79478.0, '75': -16396.0, '78': -4662.0, '81': -1441.0, '87': -116.0, '92': -76.0, '93': -1.0, '98': -2886.0, '101': -3163.0, '111': 0.0, '115': -429.0, '117': -6.0, '118': -299.0, '120': -1033.0, '123': -12288.0, '136': -2028.0, '139': -1168.0, '142': -922.0, '151': -254.0, '160': -561.0, '161': -138.0, '162': -542.0, '166': -119.0, '167': -578.0, '186': -23.0, '187': -3.0, '190': -23713.0, '192': -2840.0, '196': -894.0, '197': -1196.0, '200': -22287.0, '203': -258.0, '215': -7978.0, '226': -10460.0}",CONGO,CG
COOK ISLANDS,"{'11': -8745.0, '37': -8, '47': 4579.0, '59': -8.0, '70': -32.0, '72': -3.0, '81': 0.0, '144': -12309.0, '176': -9.0}",COOK ISLANDS,CK
COSTA RICA,"{'8': -124.0, '11': -580.0, '12': -220.0, '14': -56.0, '19': -349.0, '24': -162.0, '28': -490.0, '30': -8.0, '35': -4252.0, '37': -1811, '38': -144.0, '44': -1828.0, '48': 520729.0, '53': -1.0, '54': -158.0, '56': -196.0, '59': -320.0, '60': -1027.0, '62': -889.0, '65': -12.0, '71': -73.0, '72': -858.0, '78': -2097.0, '81': -37.0, '86': -1248.0, '87': -112.0, '90': -267.0, '91': -879.0, '92': -98.0, '93': -18.0, '98': -11.0, '101': -1658.0, '102': -100.0, '111': 0.0, '116': -4.0, '118': -29.0, '129': -3430.0, '142': -978.0, '145': -11281.0, '151': -320.0, '156': -9320.0, '159': -638.0, '160': -40.0, '161': -45.0, '163': -924.0, '166': -76.0, '167': -30.0, '186': -16.0, '187': -5.0, '192': -4505.0, '196': -483.0, '197': -1097.0, '208': -72.0, '215': -712.0, '216': -96903.0, '222': -1061.0}",COSTA RICA,CR
COTE D'IVOIRE,"{'5': -12644.0, '8': -1.0, '11': -688.0, '12': -323.0, '19': -6711.0, '21': -34358.0, '24': -3.0, '28': -421.0, '30': -15.0, '31': -562117.0, '35': -12194.0, '36': -6.0, '37': 0, '48': -3.0, '54': -107.0, '56': -485.0, '61': -802.0, '65': -6.0, '71': -146.0, '72': -102889.0, '75': -3408.0, '78': -4476.0, '79': -74228.0, '81': -125.0, '87': -7654.0, '92': -59.0, '93': -7.0, '98': -151.0, '101': -36256.0, '111': -1.0, '114': -19715.0, '115': -636.0, '116': 0.0, '117': -1.0, '118': -445.0, '123': -195271.0, '126': -504.0, '129': -27.0, '139': -30.0, '142': -1197.0, '146': -1811.0, '151': -369.0, '162': -147.0, '166': -206.0, '167': -108.0, '180': -2928.0, '183': -118.0, '186': -9.0, '187': -2.0, '190': -1392.0, '192': -3991.0, '196': -1124.0, '197': -3524.0, '201': -16.0, '203': -5798.0, '207': -685.0, '212': -52.0, '215': -7035.0, '216': -41873.0}",COTE D'IVOIRE,CI
CROATIA,"{'8': -995.0, '11': -63657.0, '12': -46770.0, '19': -558.0, '24': -41.0, '26': -11956.0, '28': -726.0, '30': -125.0, '35': -43123.0, '37': 0, '48': -28.0, '50': 528056.0, '53': -81.0, '54': -1898.0, '56': -2244.0, '60': -84.0, '61': -102.0, '65': -47.0, '68': -24.0, '71': -293.0, '72': -8974.0, '78': -385778.0, '81': -435.0, '87': -17.0, '92': -2282.0, '93': -716.0, '98': -578.0, '101': -22130.0, '104': -25.0, '111': -8.0, '116': -115.0, '117': -35.0, '118': -874.0, '123': -1142.0, '124': -217.0, '129': -58.0, '134': -15523.0, '142': -819.0, '144': -1854.0, '149': -1438.0, '151': -4897.0, '156': -121.0, '159': -169.0, '161': -1034.0, '162': -91.0, '166': -373.0, '167': -319.0, '181': -288708.0, '186': -1242.0, '187': -46599.0, '190': -1205.0, '192': -2272.0, '196': -11446.0, '197': -19872.0, '208': -303.0, '215': -8610.0, '216': -36110.0, '222': -385.0}",CROATIA,HR
CUBA,"{'7': -19.0, '8': -1116.0, '11': -990.0, '12': -1020.0, '14': -429.0, '17': -57.0, '18': -42.0, '19': -1926.0, '22': -24.0, '24': -1971.0, '25': 0.0, '28': -14798.0, '30': -301.0, '35': -19221.0, '36': -89.0, '37': -24045, '38': -844.0, '42': -23929.0, '44': -2534.0, '46': -531.0, '48': -6908.0, '51': 3024.0, '52': -271.0, '53': -34.0, '54': -489.0, '56': -568.0, '58': -11.0, '59': -3402.0, '60': -3130.0, '62': -129.0, '65': -32.0, '71': -551.0, '72': -5466.0, '77': -11.0, '78': -16116.0, '81': -357.0, '86': -708.0, '87': -1714.0, '90': -1185.0, '91': -624.0, '92': -618.0, '93': -64.0, '98': -94.0, '101': -38532.0, '102': -1825.0, '111': -46.0, '116': -10.0, '117': -14.0, '118': -180.0, '129': -13546.0, '139': -710.0, '142': -1501.0, '145': -984.0, '151': -1103.0, '156': -2194.0, '159': -3170.0, '161': -294.0, '162': -1858.0, '163': -12637.0, '166': -275.0, '167': -2224.0, '172': -79.0, '181': -28.0, '182': -42.0, '186': -153.0, '187': -95.0, '190': -1846.0, '192': -162368.0, '196': -2992.0, '197': -3574.0, '202': -27.0, '206': -2412.0, '208': -56.0, '212': -15.0, '215': -2333.0, '216': -1376211.0, '222': -10769.0}",CUBA,CU
CURACAO,"{'7': -18.0, '10': -2745.0, '11': -160.0, '24': -185.0, '25': 0.0, '35': -505.0, '37': -4788, '38': -12.0, '52': 57210.0, '93': 0.0, '142': -1259.0, '156': -37.0, '172': -79.0, '175': -152.0, '217': -278.0, '222': -677.0}",CURACAO,CW
CYPRUS,"{'8': -46.0, '11': -20884.0, '12': -346.0, '19': -557.0, '24': -2.0, '30': -1479.0, '35': -4322.0, '37': 0, '39': -6.0, '48': -3.0, '53': 190366.0, '54': -137.0, '56': -280.0, '61': -86.0, '65': -47.0, '71': -203.0, '72': -1116.0, '78': -2748.0, '81': -22039.0, '92': -307.0, '93': -11.0, '98': -330.0, '101': -440.0, '104': -131.0, '111': -59.0, '117': -51.0, '118': -144.0, '124': -131.0, '142': -1095.0, '151': -210.0, '161': -273.0, '162': -31.0, '166': -1528.0, '167': -714.0, '181': -174.0, '186': -171.0, '187': -10.0, '190': -5918.0, '192': -493.0, '193': -251.0, '196': -871.0, '197': -535.0, '208': -14291.0, '215': -61053.0, '216': -29674.0, '222': -13.0}",CYPRUS,CY
