COUNTRY,flows,short,ISO Code
MICRONESIA (COUNTRY),"{'0': 0.0, '1': 0.0, '2': 0.0, '3': 22.0, '4': 0.0, '5': 0.0, '6': 0.0, '7': 0.0, '8': 0.0, '9': 0.0, '10': 0.0, '11': 129.0, '12': 0.0, '13': 0.0, '14': 0.0, '15': 0.0, '16': 371.0, '17': 0.0, '18': 0.0, '19': 0.0, '20': 0.0, '21': 0.0, '22': 0.0, '23': 0.0, '24': 0.0, '25': 0.0, '26': 0.0, '27': 0.0, '28': 0.0, '29': 0.0, '30': 0.0, '31': 0.0, '32': 0.0, '33': 0.0, '34': 0.0, '35': 0.0, '36': 0.0, '37': 5094, '38': 0.0, '39': 0.0, '40': 0.0, '41': 0.0, '42': 0.0, '43': 5922.0, '44': 0.0, '45': 0.0, '46': 0.0, '47': 0.0, '48': 0.0, '50': 0.0, '51': 0.0, '52': 0.0, '53': 0.0, '54': 0.0, '55': 0.0, '56': 0.0, '57': 0.0, '58': 0.0, '59': 0.0, '60': 0.0, '61': 0.0, '62': 0.0, '63': 0.0, '64': 0.0, '65': 0.0, '66': 0.0, '67': 0.0, '68': 0.0, '69': 0.0, '70': 753.0, '71': 0.0, '72': 0.0, '73': 0.0, '74': 0.0, '75': 0.0, '76': 0.0, '77': 0.0, '78': 0.0, '79': 0.0, '80': 0.0, '81': 0.0, '82': 0.0, '83': 0.0, '84': 0.0, '85': 1009.0, '86': 0.0, '87': 0.0, '88': 0.0, '89': 0.0, '90': 0.0, '91': 0.0, '92': 0.0, '93': 0.0, '94': 0.0, '95': 0.0, '96': 356.0, '97': 0.0, '98': 0.0, '99': 0.0, '100': 0.0, '101': 0.0, '102': 0.0, '103': 2948.0, '104': 0.0, '105': 0.0, '106': 0.0, '107': 516.0, '108': 0.0, '109': 0.0, '110': 0.0, '111': 0.0, '112': 0.0, '113': 0.0, '114': 0.0, '115': 0.0, '116': 0.0, '117': 0.0, '118': 0.0, '119': 0.0, '120': 0.0, '121': 0.0, '122': 0.0, '123': 0.0, '124': 0.0, '125': 383.0, '126': 0.0, '127': 0.0, '128': 0.0, '129': 0.0, '131': 0.0, '132': 0.0, '133': 0.0, '134': 0.0, '135': 0.0, '136': 0.0, '137': 0.0, '138': 0.0, '139': 0.0, '140': 1586.0, '141': 124.0, '142': 0.0, '143': 0.0, '144': 59.0, '145': 0.0, '146': 0.0, '147': 0.0, '148': 0.0, '149': 0.0, '150': 2664.0, '151': 0.0, '152': 0.0, '153': 0.0, '154': 2385.0, '155': 0.0, '156': 0.0, '157': 0.0, '158': 0.0, '159': 0.0, '160': 45898.0, '161': 0.0, '162': 0.0, '163': 5094.0, '164': 0.0, '165': 0.0, '166': 0.0, '167': 0.0, '168': 0.0, '169': 0.0, '170': 0.0, '171': 0.0, '172': 0.0, '174': 0.0, '175': 0.0, '176': 20.0, '177': 0.0, '178': 0.0, '179': 0.0, '180': 0.0, '181': 0.0, '182': 0.0, '183': 0.0, '184': 0.0, '186': 0.0, '187': 0.0, '188': 73.0, '189': 0.0, '190': 0.0, '191': 0.0, '192': 0.0, '193': 134.0, '194': 0.0, '195': 0.0, '196': 0.0, '197': 0.0, '198': 0.0, '199': 0.0, '200': 0.0, '201': 0.0, '202': 0.0, '203': 0.0, '204': 0.0, '205': 17.0, '206': 0.0, '207': 0.0, '208': 0.0, '209': 0.0, '210': 0.0, '211': 348.0, '212': 0.0, '213': 0.0, '214': 0.0, '215': 7.0, '216': 22822.0, '217': 0.0, '218': 0.0, '219': 0.0, '220': 0.0, '221': 0.0, '222': 0.0, '223': 373.0, '224': 0.0, '225': 0.0, '226': 0.0, '227': 0.0}",MICRONESIA (COUNTRY),FM
MOLDOVA,"{'13': 727.0, '18': 2076.0, '30': 113.0, '37': 0, '54': 181.0, '77': 595.0, '78': 701.0, '81': 443.0, '92': 109.0, '100': 392.0, '101': 3225.0, '105': 4370.0, '131': -1159443.0, '133': 67.0, '161': 130.0, '162': 670.0, '166': 1880.0, '167': 40018.0, '208': 585.0, '213': 42436.0, '219': 691.0}",MOLDOVA,MD
MONACO,"{'37': 0, '72': 7790.0, '101': 5978.0, '132': -32552.0}",MONACO,MC
MONGOLIA,"{'11': 248.0, '12': 15.0, '30': 15.0, '35': 164.0, '37': 0, '43': 11419.0, '54': 18.0, '71': 2.0, '72': 86.0, '78': 195.0, '92': 10.0, '94': 117.0, '98': 7.0, '101': 21.0, '103': 444.0, '105': 225.0, '110': 0.0, '133': -82098.0, '149': 2.0, '153': 21.0, '160': 181.0, '161': 12.0, '167': 3232.0, '186': 2.0, '197': 21.0, '208': 236.0, '215': 105.0, '216': 856.0, '218': 0.0, '223': 297.0}",MONGOLIA,MN
MONTENEGRO,"{'1': 2763.0, '11': 136.0, '12': 256.0, '26': 32126.0, '30': 77.0, '35': 68.0, '37': 0, '50': 15523.0, '54': 119.0, '56': 96.0, '72': 446.0, '78': 1882.0, '81': 55.0, '92': 46.0, '101': 208.0, '118': 99.0, '134': -132965.0, '142': 154.0, '149': 3329.0, '161': 97.0, '166': 104.0, '167': 927.0, '181': 8831.0, '186': 55.0, '187': 1622.0, '196': 150.0, '197': 211.0, '208': 86.0, '213': 140.0, '215': 102.0, '216': 317.0}",MONTENEGRO,ME
MONTSERRAT,"{'7': 116.0, '35': 35.0, '37': 634, '58': 306.0, '59': 23.0, '89': 244.0, '135': -24582.0, '171': 119.0, '175': 28.0, '206': 42.0, '215': 104.0, '216': 121.0}",MONTSERRAT,MS
MOROCCO,"{'2': 14497.0, '19': 1512.0, '37': 0, '46': 2028.0, '61': 2005.0, '72': 38063.0, '78': 1553.0, '87': 1061.0, '97': 1849.0, '101': 2045.0, '112': 1455.0, '115': 1268.0, '126': 1717.0, '136': -3262222.0, '180': 1947.0, '192': 4421.0, '198': 3676.0, '207': 2781.0, '215': 1307.0, '216': 1971.0}",MOROCCO,MA
MOZAMBIQUE,"{'5': 39092.0, '32': 8388.0, '36': 6819.0, '37': 0, '55': 11458.0, '94': 2455.0, '106': 24779.0, '113': 7842.0, '120': 62643.0, '137': -640160.0, '147': 5356.0, '153': 1412.0, '162': 4549.0, '182': 16940.0, '190': 20171.0, '200': 7423.0, '226': 5315.0, '227': 97379.0}",MOZAMBIQUE,MZ
MYANMAR,"{'16': 1066.0, '37': 0, '43': 35104.0, '94': 27325.0, '138': -3711751.0, '153': 3101.0}",MYANMAR,MM
NAMIBIA,"{'0': 44.0, '2': 505.0, '5': 40105.0, '7': 490.0, '8': 50.0, '9': 64.0, '11': 560.0, '12': 636.0, '14': 50.0, '15': 49.0, '16': 32.0, '19': 192.0, '21': 161.0, '27': 689.0, '28': 558.0, '30': 30.0, '31': 73.0, '32': 406.0, '34': 122.0, '35': 196.0, '37': 1250, '42': 32.0, '43': 3252.0, '46': 1168.0, '51': 710.0, '54': 78.0, '55': 4334.0, '56': 117.0, '61': 180.0, '66': 204.0, '67': 220.0, '71': 81.0, '72': 560.0, '76': 88.0, '78': 9494.0, '79': 148.0, '87': 53.0, '94': 704.0, '95': 94.0, '96': 30.0, '98': 61.0, '100': 112.0, '101': 863.0, '103': 117.0, '106': 1161.0, '112': 47.0, '113': 131.0, '115': 35.0, '118': 44.0, '120': 386.0, '127': 110.0, '137': 142.0, '139': -47770.0, '142': 539.0, '144': 50.0, '147': 1029.0, '151': 53.0, '153': 173.0, '160': 256.0, '161': 175.0, '162': 451.0, '166': 30.0, '167': 474.0, '168': 374.0, '180': 30.0, '182': 57.0, '183': 170.0, '189': 97.0, '190': 8883.0, '192': 358.0, '194': 207.0, '196': 104.0, '197': 446.0, '200': 1148.0, '201': 76.0, '208': 35.0, '212': 502.0, '213': 267.0, '215': 1798.0, '216': 1098.0, '226': 3167.0, '227': 15135.0}",NAMIBIA,NA
NAURU,"{'11': 43.0, '37': 0, '43': 229.0, '70': 105.0, '96': 356.0, '107': 241.0, '140': -2454.0, '144': 3.0, '160': 65.0, '188': 73.0, '193': 134.0, '211': 37.0}",NAURU,NR
NEPAL,"{'16': 222.0, '23': 27502.0, '37': 0, '43': 19428.0, '94': 426941.0, '141': -2599701.0, '153': 1212.0, '193': 42.0}",NEPAL,NP
NETHERLANDS,"{'0': 36418.0, '1': 2402.0, '2': 4219.0, '4': 27.0, '5': 4957.0, '6': 18.0, '7': 35.0, '8': 4371.0, '9': 952.0, '10': 5554.0, '11': 12054.0, '12': 7242.0, '13': 918.0, '14': 62.0, '15': 215.0, '16': 1843.0, '17': 101.0, '18': 529.0, '19': 61744.0, '20': 25.0, '21': 310.0, '22': 50.0, '23': 300.0, '24': 1063.0, '25': 113.0, '26': 1059.0, '27': 260.0, '28': 22974.0, '29': 633.0, '30': 30691.0, '31': 413.0, '32': 2185.0, '33': 821.0, '34': 1992.0, '35': 10955.0, '36': 12091.0, '37': 22048, '38': 19.0, '39': 76.0, '40': 99.0, '42': 3897.0, '43': 72803.0, '44': 16127.0, '45': 10.0, '46': 922.0, '48': 978.0, '50': 819.0, '51': 1501.0, '52': 1259.0, '53': 1095.0, '54': 1345.0, '55': 5120.0, '56': 4133.0, '57': 124.0, '58': 89.0, '59': 9541.0, '60': 2792.0, '61': 15893.0, '62': 498.0, '63': 49.0, '64': 16279.0, '65': 1352.0, '66': 95.0, '67': 18588.0, '68': 7.0, '69': 1.0, '70': 77.0, '71': 3982.0, '72': 30917.0, '74': 22.0, '75': 94.0, '76': 1072.0, '77': 490.0, '78': 123702.0, '79': 14923.0, '80': 34.0, '81': 19776.0, '82': 6.0, '83': 48.0, '86': 905.0, '87': 2519.0, '88': 258.0, '89': 2307.0, '90': 1522.0, '91': 574.0, '92': 16746.0, '93': 563.0, '94': 42285.0, '95': 118098.0, '96': 34809.0, '97': 45919.0, '98': 6650.0, '99': 9.0, '100': 6270.0, '101': 35908.0, '102': 1136.0, '103': 7038.0, '104': 1559.0, '105': 480.0, '106': 3582.0, '107': 0.0, '108': 1745.0, '109': 112.0, '110': 220.0, '111': 5021.0, '112': 4593.0, '113': 157.0, '114': 1751.0, '115': 1864.0, '116': 2.0, '117': 7326.0, '118': 1705.0, '119': 215.0, '120': 351.0, '121': 4081.0, '122': 19.0, '123': 188.0, '124': 461.0, '125': 4.0, '126': 311.0, '127': 416.0, '128': 0.0, '129': 5721.0, '131': 1000.0, '132': 112.0, '133': 546.0, '134': 10.0, '135': 6.0, '136': 174914.0, '137': 676.0, '138': 1262.0, '139': 358.0, '140': 0.0, '141': 1973.0, '142': -970403.0, '143': 22.0, '144': 4379.0, '145': 613.0, '146': 264.0, '147': 7830.0, '149': 478.0, '151': 3099.0, '152': 779.0, '153': 14104.0, '154': 1.0, '155': 338.0, '156': 390.0, '157': 130.0, '158': 229.0, '159': 4749.0, '160': 15455.0, '161': 148991.0, '162': 19574.0, '164': 311.0, '166': 28691.0, '167': 5076.0, '168': 1133.0, '170': 2.0, '171': 74.0, '172': 73.0, '175': 66.0, '176': 25.0, '177': 4.0, '178': 171.0, '179': 3340.0, '180': 1174.0, '181': 320.0, '182': 89.0, '183': 3768.0, '184': 4280.0, '186': 1671.0, '187': 549.0, '188': 13.0, '189': 25871.0, '190': 17522.0, '191': 18.0, '192': 31415.0, '193': 10610.0, '194': 5750.0, '195': 182922.0, '196': 5397.0, '197': 8003.0, '198': 88993.0, '199': 80.0, '200': 1482.0, '201': 15753.0, '203': 1160.0, '205': 7.0, '206': 683.0, '207': 5148.0, '208': 199280.0, '209': 36.0, '210': 0.0, '212': 2301.0, '213': 3022.0, '214': 2076.0, '215': 57243.0, '216': 35242.0, '218': 726.0, '219': 256.0, '220': 11.0, '222': 5162.0, '223': 14712.0, '225': 1338.0, '226': 1045.0, '227': 1691.0}",NETHERLANDS,NL
NEW CALEDONIA,"{'2': 621.0, '11': 272.0, '33': 584.0, '37': 0, '43': 91.0, '72': 46642.0, '74': 563.0, '95': 994.0, '101': 277.0, '110': 625.0, '136': 581.0, '143': -5839.0, '144': 116.0, '192': 112.0, '207': 663.0, '220': 3833.0, '223': 617.0, '224': 11867.0}",NEW CALEDONIA,NC
NEW ZEALAND,"{'0': 3827.0, '8': 4136.0, '11': 85289.0, '12': 1906.0, '16': 2652.0, '28': 8319.0, '33': 7931.0, '35': 14974.0, '37': 0, '42': 4262.0, '43': 144207.0, '44': 2763.0, '47': 12309.0, '50': 1854.0, '54': 2756.0, '56': 2258.0, '61': 1774.0, '67': 1520.0, '70': 64271.0, '72': 10507.0, '78': 24824.0, '92': 1768.0, '94': 122506.0, '95': 7481.0, '96': 4751.0, '97': 5899.0, '98': 11361.0, '101': 3788.0, '103': 15889.0, '106': 1955.0, '107': 2307.0, '121': 21317.0, '138': 3047.0, '141': 3815.0, '142': 21758.0, '144': -806159.0, '148': 4087.0, '153': 5899.0, '157': 1618.0, '160': 70412.0, '161': 2738.0, '166': 2496.0, '167': 8157.0, '176': 57947.0, '179': 1973.0, '181': 1226.0, '184': 7264.0, '189': 1165.0, '190': 73846.0, '193': 14916.0, '196': 2548.0, '197': 4323.0, '201': 11205.0, '204': 1288.0, '205': 28331.0, '211': 1903.0, '213': 2050.0, '215': 286746.0, '216': 35989.0, '223': 9742.0, '226': 1594.0, '227': 8992.0}",NEW ZEALAND,NZ
NICARAGUA,"{'0': 62.0, '2': 117.0, '7': 123.0, '8': 281.0, '12': 38.0, '14': 86.0, '19': 45.0, '20': 24.0, '24': 66.0, '28': 126.0, '30': 62.0, '35': 262.0, '37': 1365, '42': 130.0, '43': 144.0, '44': 467.0, '48': 11281.0, '51': 984.0, '55': 48.0, '56': 53.0, '59': 71.0, '60': 115.0, '62': 2557.0, '67': 83.0, '72': 154.0, '78': 313.0, '86': 1843.0, '90': 23.0, '91': 13110.0, '94': 24.0, '98': 24.0, '101': 198.0, '102': 19.0, '103': 40.0, '104': 26.0, '129': 885.0, '142': 278.0, '145': -718154.0, '147': 24.0, '156': 423.0, '159': 237.0, '163': 59.0, '167': 202.0, '180': 195.0, '189': 38.0, '192': 480.0, '196': 33.0, '197': 86.0, '213': 80.0, '215': 73.0, '216': 3775.0, '218': 38.0, '222': 165.0, '225': 30.0}",NICARAGUA,NI
NIGER,"{'2': 587.0, '21': 22875.0, '31': 24683.0, '34': 531.0, '37': 0, '40': 1459.0, '79': 2145.0, '115': 200.0, '123': 108802.0, '146': -399707.0, '147': 154739.0, '180': 1468.0, '194': 1771.0, '203': 12392.0}",NIGER,NE
NIGERIA,"{'21': 377169.0, '34': 52489.0, '37': 0, '40': 31261.0, '79': 238284.0, '114': 22009.0, '123': 172481.0, '146': 120797.0, '147': -1670455.0, '183': 4363.0, '203': 158262.0}",NIGERIA,NG
NIUE,"{'11': 14.0, '37': 0, '70': 39.0, '144': 342.0, '148': -5186.0, '176': 44.0, '205': 47.0, '211': 35.0, '216': 9.0}",NIUE,NU
NORTH MACEDONIA,"{'1': 68113.0, '26': 8750.0, '30': 1075.0, '37': 0, '50': 1438.0, '54': 52.0, '61': 1971.0, '78': 41.0, '81': 232.0, '92': 80.0, '101': 36.0, '134': 9269.0, '149': -693896.0, '161': 99.0, '166': 22.0, '167': 214.0, '181': 18009.0, '186': 35.0, '187': 255.0, '208': 20011.0, '213': 63.0}",NORTH MACEDONIA,MK
NORTHERN MARIANA ISLANDS,"{'16': 371.0, '37': 918, '43': 2614.0, '85': 731.0, '103': 540.0, '125': 45.0, '141': 124.0, '150': -2741.0, '154': 568.0, '160': 11150.0, '163': 918.0, '216': 1259.0}",NORTHERN MARIANA ISLANDS,MP
NORWAY,"{'0': 17242.0, '1': 2174.0, '2': 1283.0, '4': 12.0, '5': 496.0, '7': 4.0, '8': 1246.0, '9': 333.0, '10': 16.0, '11': 2457.0, '12': 1688.0, '13': 557.0, '14': 23.0, '15': 34.0, '16': 1331.0, '17': 24.0, '18': 1211.0, '19': 1890.0, '20': 13.0, '21': 27.0, '22': 9.0, '23': 373.0, '24': 583.0, '25': 0.0, '26': 13946.0, '27': 118.0, '28': 6256.0, '29': 34.0, '30': 7293.0, '31': 32.0, '32': 1123.0, '33': 472.0, '34': 814.0, '35': 3354.0, '36': 406.0, '37': 2793, '38': 3.0, '39': 26.0, '40': 31.0, '42': 6698.0, '43': 13579.0, '44': 6186.0, '45': 4.0, '46': 254.0, '48': 320.0, '50': 4897.0, '51': 1103.0, '53': 210.0, '54': 2225.0, '55': 2798.0, '56': 24842.0, '57': 61.0, '58': 22.0, '59': 963.0, '60': 833.0, '61': 1355.0, '62': 225.0, '63': 13.0, '64': 22974.0, '65': 4742.0, '66': 19.0, '67': 9493.0, '68': 796.0, '69': 0.0, '70': 41.0, '71': 7182.0, '72': 6676.0, '74': 7.0, '75': 11.0, '76': 1252.0, '77': 338.0, '78': 28327.0, '79': 2094.0, '80': 7.0, '81': 3352.0, '82': 280.0, '83': 16.0, '86': 472.0, '87': 298.0, '88': 68.0, '89': 91.0, '90': 51.0, '91': 133.0, '92': 4306.0, '93': 7786.0, '94': 14726.0, '95': 1711.0, '96': 18379.0, '97': 23557.0, '98': 1159.0, '99': 0.0, '100': 889.0, '101': 5040.0, '102': 183.0, '103': 1540.0, '104': 611.0, '105': 973.0, '106': 2309.0, '107': 2.0, '108': 491.0, '109': 236.0, '110': 130.0, '111': 10589.0, '112': 2784.0, '113': 9.0, '114': 955.0, '115': 760.0, '116': 20.0, '117': 39856.0, '118': 149.0, '119': 492.0, '120': 112.0, '121': 934.0, '122': 4.0, '123': 57.0, '124': 105.0, '126': 69.0, '127': 196.0, '128': 0.0, '129': 1530.0, '131': 1228.0, '132': 13.0, '133': 154.0, '134': 486.0, '135': 4.0, '136': 6199.0, '137': 193.0, '138': 3258.0, '139': 99.0, '141': 2233.0, '142': 9088.0, '143': 8.0, '144': 635.0, '145': 223.0, '146': 56.0, '147': 1977.0, '149': 2932.0, '151': -191392.0, '152': 45.0, '153': 21140.0, '154': 1.0, '155': 3423.0, '156': 85.0, '157': 12.0, '158': 174.0, '159': 1669.0, '160': 24388.0, '161': 100479.0, '162': 3536.0, '163': 0.0, '164': 91.0, '166': 14872.0, '167': 18486.0, '168': 662.0, '170': 3.0, '171': 2.0, '172': 13.0, '175': 4.0, '176': 3.0, '177': 4.0, '178': 5.0, '179': 964.0, '180': 310.0, '181': 6778.0, '182': 13.0, '183': 518.0, '184': 866.0, '186': 3779.0, '187': 438.0, '188': 4.0, '189': 29034.0, '190': 1741.0, '191': 178.0, '192': 7350.0, '193': 9531.0, '194': 4794.0, '195': 37.0, '196': 48283.0, '197': 2427.0, '198': 31197.0, '199': 121.0, '200': 935.0, '201': 22304.0, '202': 8.0, '203': 113.0, '205': 5.0, '206': 356.0, '207': 1133.0, '208': 12238.0, '209': 87.0, '210': 2.0, '211': 0.0, '212': 1586.0, '213': 5693.0, '214': 616.0, '215': 19940.0, '216': 18657.0, '218': 248.0, '219': 660.0, '220': 0.0, '222': 1225.0, '223': 14596.0, '225': 611.0, '226': 558.0, '227': 319.0}",NORWAY,NO
OMAN,"{'15': 1140.0, '16': 316467.0, '37': 0, '61': 88261.0, '72': 3377.0, '94': 1375667.0, '95': 74739.0, '97': 12283.0, '104': 21868.0, '108': 852.0, '142': 1614.0, '152': -25099.0, '153': 250092.0, '160': 46233.0, '164': 492.0, '179': 2137.0, '191': 405.0, '193': 30063.0, '194': 19879.0, '214': 18978.0, '215': 11975.0}",OMAN,OM
PAKISTAN,"{'0': 1598223.0, '37': 0, '43': 311.0, '94': 1597134.0, '95': 380.0, '96': 2148.0, '97': 233.0, '138': 2297.0, '153': -6328400.0, '193': 539.0}",PAKISTAN,PK
PALAU,"{'37': 0, '43': 486.0, '85': 241.0, '103': 142.0, '150': 247.0, '154': -2656.0, '160': 3021.0, '216': 333.0}",PALAU,PW
PALESTINE,"{'15': 7900.0, '37': 0, '61': 21588.0, '100': 62927.0, '104': 59543.0, '108': 19605.0, '112': 2213.0, '152': 11984.0, '155': -4022791.0, '164': 9335.0, '179': 24951.0, '198': 5731.0, '207': 801.0, '214': 14087.0, '216': 8179.0, '225': 1413.0}",PALESTINE,PS
PANAMA,"{'8': 3062.0, '11': 335.0, '12': 129.0, '16': 51.0, '17': 38.0, '19': 324.0, '20': 103.0, '24': 543.0, '28': 2406.0, '30': 87.0, '35': 2171.0, '37': 14566, '42': 2178.0, '43': 22427.0, '44': 50702.0, '48': 9320.0, '50': 121.0, '51': 2194.0, '52': 37.0, '54': 45.0, '56': 176.0, '58': 68.0, '59': 9711.0, '60': 3201.0, '61': 87.0, '62': 4147.0, '71': 55.0, '72': 1163.0, '77': 68.0, '78': 1279.0, '81': 389.0, '83': 31.0, '86': 1925.0, '89': 57.0, '90': 651.0, '91': 1797.0, '92': 69.0, '94': 5383.0, '95': 161.0, '96': 99.0, '98': 109.0, '100': 1338.0, '101': 1587.0, '102': 830.0, '103': 446.0, '104': 141.0, '112': 632.0, '115': 45.0, '117': 54.0, '121': 33.0, '129': 5801.0, '136': 94.0, '138': 117.0, '142': 579.0, '144': 59.0, '145': 15517.0, '147': 43.0, '151': 91.0, '153': 99.0, '155': 199.0, '156': -139520.0, '158': 145.0, '159': 5155.0, '160': 1923.0, '161': 235.0, '162': 305.0, '163': 865.0, '166': 215.0, '167': 1192.0, '174': 55.0, '179': 59.0, '181': 31.0, '184': 55.0, '186': 43.0, '190': 55.0, '192': 4447.0, '196': 254.0, '197': 439.0, '198': 329.0, '201': 171.0, '206': 141.0, '208': 134.0, '213': 603.0, '215': 2422.0, '216': 16867.0, '218': 914.0, '222': 119553.0, '223': 69.0}",PANAMA,PA
PAPUA NEW GUINEA,"{'11': 9219.0, '35': 235.0, '37': 0, '43': 87.0, '70': 83.0, '94': 156.0, '95': 13592.0, '98': 41.0, '103': 258.0, '121': 78.0, '144': 1783.0, '157': -4810.0, '160': 1463.0, '167': 25.0, '184': 50.0, '188': 220.0, '193': 78.0, '200': 27.0, '205': 26.0, '215': 1621.0, '216': 733.0, '220': 98.0}",PAPUA NEW GUINEA,PG
PARAGUAY,"{'8': 61833.0, '24': 1092.0, '28': 79897.0, '35': 2471.0, '37': 0, '42': 2283.0, '43': 844.0, '72': 663.0, '78': 1797.0, '101': 947.0, '103': 2148.0, '129': 1738.0, '158': -896484.0, '161': 943.0, '192': 955.0, '215': 187.0, '216': 1706.0, '218': 3168.0}",PARAGUAY,PY
PERU,"{'2': 33.0, '5': 26.0, '8': 26854.0, '11': 1120.0, '12': 371.0, '19': 1166.0, '24': 28165.0, '28': 16458.0, '30': 126.0, '35': 5714.0, '37': 3898, '42': 17615.0, '43': 31931.0, '44': 14182.0, '48': 638.0, '50': 169.0, '51': 3170.0, '54': 168.0, '56': 458.0, '59': 342.0, '60': 12795.0, '61': 35.0, '62': 203.0, '65': 29.0, '71': 132.0, '72': 7375.0, '73': 61.0, '78': 9733.0, '81': 111.0, '86': 308.0, '90': 89.0, '91': 311.0, '92': 118.0, '93': 26.0, '94': 2673.0, '95': 77.0, '96': 107.0, '97': 33.0, '98': 401.0, '100': 961.0, '101': 7748.0, '103': 6376.0, '104': 69.0, '112': 131.0, '118': 26.0, '121': 80.0, '124': 37.0, '129': 6148.0, '136': 69.0, '142': 1288.0, '144': 174.0, '145': 303.0, '151': 197.0, '153': 134.0, '156': 644.0, '158': 1034.0, '159': -1519635.0, '160': 610.0, '161': 371.0, '162': 242.0, '163': 257.0, '166': 340.0, '167': 1194.0, '175': 40.0, '179': 58.0, '187': 52.0, '190': 217.0, '192': 12094.0, '196': 535.0, '197': 1479.0, '201': 37.0, '208': 94.0, '213': 455.0, '215': 5326.0, '216': 41292.0, '218': 1384.0, '222': 941889.0}",PERU,PE
PHILIPPINES,"{'0': 1297.0, '1': 122.0, '2': 490.0, '5': 79.0, '8': 155.0, '9': 143.0, '10': 65.0, '11': 4249.0, '12': 533.0, '15': 117.0, '16': 166.0, '19': 566.0, '24': 36.0, '28': 171.0, '29': 85.0, '33': 40.0, '35': 5922.0, '36': 139.0, '37': 118, '42': 97.0, '43': 38269.0, '44': 131.0, '46': 561.0, '48': 40.0, '55': 33.0, '56': 468.0, '60': 487.0, '61': 170.0, '71': 118.0, '72': 1280.0, '78': 4029.0, '79': 35.0, '81': 161.0, '85': 1071.0, '86': 35.0, '92': 258.0, '93': 55.0, '94': 11323.0, '95': 3515.0, '96': 622.0, '97': 75.0, '98': 457.0, '100': 652.0, '101': 1841.0, '103': 14634.0, '104': 187.0, '106': 55.0, '108': 181.0, '110': 304.0, '112': 142.0, '115': 50.0, '121': 842.0, '129': 152.0, '138': 447.0, '141': 72.0, '142': 513.0, '144': 407.0, '147': 204.0, '151': 693.0, '152': 433.0, '153': 530.0, '154': 35.0, '157': 62.0, '159': 117.0, '160': -6094307.0, '161': 116.0, '162': 62.0, '163': 53.0, '164': 126.0, '166': 36.0, '167': 71.0, '179': 779.0, '184': 871.0, '190': 864.0, '192': 1388.0, '193': 182.0, '194': 64.0, '195': 131.0, '196': 643.0, '197': 1098.0, '198': 64.0, '201': 360.0, '202': 149.0, '207': 603.0, '208': 934.0, '214': 457.0, '215': 4556.0, '216': 37857.0, '223': 438.0}",PHILIPPINES,PH
POLAND,"{'0': 184.0, '1': 165.0, '2': 766.0, '5': 72.0, '8': 357.0, '9': 2775.0, '11': 1196.0, '12': 4997.0, '13': 348.0, '16': 128.0, '18': 100175.0, '19': 6884.0, '24': 61.0, '26': 4584.0, '28': 340.0, '30': 2280.0, '33': 33.0, '34': 47.0, '35': 3891.0, '37': 319, '42': 75.0, '43': 1550.0, '44': 161.0, '46': 138.0, '48': 45.0, '50': 1034.0, '51': 294.0, '53': 273.0, '54': 5952.0, '56': 1173.0, '59': 25.0, '60': 57.0, '61': 594.0, '64': 39.0, '65': 259.0, '67': 55.0, '71': 327.0, '72': 34461.0, '77': 428.0, '78': 100688.0, '79': 45.0, '81': 4085.0, '87': 71.0, '89': 33.0, '92': 1770.0, '93': 647.0, '94': 1128.0, '95': 146.0, '96': 301.0, '97': 559.0, '98': 10014.0, '100': 454.0, '101': 13105.0, '103': 670.0, '104': 178.0, '105': 6071.0, '106': 77.0, '108': 250.0, '109': 163.0, '111': 2043.0, '112': 501.0, '115': 315.0, '117': 66555.0, '118': 301.0, '121': 52.0, '123': 36.0, '129': 278.0, '131': 728.0, '132': 30.0, '133': 424.0, '134': 75.0, '136': 416.0, '137': 33.0, '141': 71.0, '142': 3413.0, '144': 138.0, '147': 500.0, '149': 346.0, '151': 2014.0, '153': 278.0, '156': 40.0, '159': 144.0, '160': 254.0, '161': -4825096.0, '162': 178.0, '164': 31.0, '166': 3270.0, '167': 50329.0, '179': 227.0, '180': 113.0, '181': 1363.0, '186': 1707.0, '187': 198.0, '190': 500.0, '192': 6357.0, '193': 111.0, '194': 146.0, '196': 1722.0, '197': 1337.0, '198': 773.0, '199': 198.0, '200': 90.0, '201': 127.0, '207': 538.0, '208': 1149.0, '209': 68.0, '212': 80.0, '213': 272594.0, '214': 163.0, '215': 45577.0, '216': 18035.0, '218': 120.0, '219': 652.0, '222': 94.0, '223': 3681.0, '225': 147.0, '226': 54.0, '227': 134.0}",POLAND,PL
